date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
31/01/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,glass,500ml,0.62,38696.0
31/01/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,glass,500ml,0.56,39056.0
31/01/12,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic,1.5lt,2.55,12229.0
31/01/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,can,330ml,0.68,13970.0
31/01/12,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,plastic,1.5lt,3.03,5330.0
31/01/12,Athens,37.97945,23.71622,672130.0,shop_1,,plastic,1.5lt,0.85,26884.0
31/01/12,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,plastic,1.5lt,1.47,15702.0
31/01/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,glass,500ml,0.87,14309.0
31/01/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,can,330ml,0.64,21095.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,glass,500ml,0.96,10799.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,plastic,1.5lt,2.9,7114.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,can,330ml,0.82,8616.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,can,330ml,0.39,29463.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,glass,500ml,0.87,16695.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,,plastic,1.5lt,2.51,5777.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,glass,500ml,0.73,11362.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,plastic,1.5lt,1.35,7946.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,can,330ml,0.23,41963.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,glass,500ml,0.7,17446.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,plastic,1.5lt,2.16,7515.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,can,330ml,0.56,16815.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,glass,500ml,1.25,10413.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,plastic,1.5lt,2.34,9527.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,can,330ml,0.89,7156.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,glass,500ml,1.02,15140.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,plastic,1.5lt,1.61,12356.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,glass,500ml,0.51,24366.0
29/02/12,Irakleion,35.327870000000004,,134219.0,shop_2,orange-power,plastic,1.5lt,1.96,13305.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,can,330ml,0.44,33120.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,glass,500ml,0.59,27468.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,glass,500ml,0.71,18764.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,plastic,1.5lt,1.67,10790.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,can,330ml,0.67,11939.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,glass,500ml,1.3,14558.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,can,330ml,0.74,13663.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,plastic,1.5lt,3.63,6510.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,can,330ml,0.72,23189.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,glass,500ml,0.8,33467.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,plastic,1.5lt,1.23,31679.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,can,330ml,0.18,65860.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,glass,500ml,0.6,46017.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,can,330ml,0.28,60087.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,glass,500ml,0.84,24260.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,plastic,1.5lt,1.68,16902.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,can,330ml,0.46,25713.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,glass,500ml,1.44,8015.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,plastic,1.5lt,2.51,9418.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,can,330ml,0.59,15152.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,glass,500ml,1.19,11993.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,plastic,1.5lt,,9196.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,can,330ml,0.82,13290.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,glass,500ml,0.91,20486.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,can,330ml,0.39,33083.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,glass,500ml,0.61,26542.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,can,330ml,0.28,41854.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,glass,500ml,0.94,18081.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,plastic,1.5lt,2.36,8674.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,can,330ml,0.63,14972.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,glass,500ml,1.13,8191.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,plastic,1.5lt,2.89,4359.0
29/02/12,Athens,,,672130.0,shop_3,orange-power,glass,500ml,0.77,16804.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,plastic,1.5lt,2.3,6134.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,plastic,1.5lt,0.98,14749.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,can,330ml,0.23,31283.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,glass,500ml,0.74,10913.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,,plastic,1.5lt,1.37,10071.0
29/02/12,Athens,,,672130.0,shop_3,lemon-boost,can,330ml,0.62,8824.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,plastic,1.5lt,2.39,8347.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,glass,500ml,1.33,8701.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,plastic,1.5lt,2.67,9505.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,can,330ml,0.88,8850.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,glass,500ml,0.92,11940.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,plastic,1.5lt,1.62,11135.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,can,330ml,0.44,21358.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,glass,500ml,0.52,24485.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic,1.5lt,1.0,13945.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,can,330ml,0.38,18011.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,glass,500ml,0.65,14859.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,plastic,1.5lt,2.25,8889.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,plastic,1.5lt,3.17,9343.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic,1.5lt,2.67,8954.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,glass,500ml,1.46,6972.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,can,330ml,,11835.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,glass,500ml,0.48,24822.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,can,330ml,0.67,17989.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,can,330ml,0.22,47555.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,plastic,1.5lt,0.55,39745.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,can,330ml,0.36,30933.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,plastic,1.5lt,0.38,38461.0
29/02/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,plastic,1.5lt,2.03,14801.0
29/02/12,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can,330ml,0.84,6111.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,glass,500ml,1.29,6763.0
29/02/12,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,glass,500ml,1.3,8324.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,plastic,1.5lt,3.23,6687.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,can,330ml,0.39,21239.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,can,330ml,0.37,22035.0
29/02/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,can,330ml,0.74,8187.0
29/02/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,plastic,1.5lt,1.12,21164.0
29/02/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,glass,500ml,,14052.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,glass,500ml,1.33,12248.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,plastic,1.5lt,2.87,10955.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,can,330ml,0.89,9656.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic,1.5lt,2.65,14881.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,plastic,1.5lt,1.58,25940.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,can,330ml,0.26,59678.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,glass,500ml,0.65,30816.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,plastic,1.5lt,1.81,14927.0
31/03/12,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,can,330ml,0.59,18032.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,glass,500ml,1.18,14321.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,plastic,1.5lt,2.72,11422.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,can,330ml,0.65,20461.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,glass,500ml,1.32,14333.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,plastic,1.5lt,2.73,15019.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,glass,500ml,0.79,37443.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,plastic,1.5lt,1.43,28770.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,can,330ml,0.5,37527.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,glass,500ml,0.59,45858.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,plastic,1.5lt,0.97,30527.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,can,330ml,0.27,65904.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,glass,500ml,,24792.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,plastic,1.5lt,,7657.0
31/03/12,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,can,330ml,0.39,34868.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,glass,500ml,1.52,13455.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,plastic,1.5lt,2.54,15703.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,can,330ml,0.9,15900.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,,glass,500ml,1.41,20640.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,,plastic,1.5lt,2.47,21964.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,can,330ml,0.73,31895.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,glass,500ml,0.73,44807.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,plastic,1.5lt,1.84,30099.0
31/03/12,Patra,,21.73444,164250.0,shop_6,orange-power,can,330ml,0.43,58697.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,glass,500ml,0.63,47949.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,can,330ml,0.27,83074.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,plastic,1.5lt,1.77,24045.0
31/03/12,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,can,330ml,0.67,21266.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,glass,500ml,1.6,9557.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,plastic,1.5lt,3.46,8949.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,can,330ml,0.79,16093.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,glass,500ml,1.06,29188.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,can,330ml,0.72,22784.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,glass,500ml,0.7,54080.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,can,330ml,0.3,61832.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,glass,500ml,0.53,59663.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,plastic,1.5lt,0.6,50316.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,can,330ml,0.29,61129.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,plastic,1.5lt,2.34,13874.0
31/03/12,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,can,330ml,0.51,24110.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,glass,500ml,1.24,10319.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,plastic,1.5lt,3.67,5045.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,can,330ml,,10386.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,,plastic,1.5lt,0.85,19424.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,glass,500ml,0.57,33568.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,plastic,1.5lt,1.3,21788.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,glass,500ml,0.61,27346.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,plastic,1.5lt,0.45,33115.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,can,330ml,0.29,38321.0
31/03/12,Athens,,,672130.0,shop_3,lemon-boost,plastic,1.5lt,1.46,13739.0
31/03/12,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,can,330ml,0.52,17351.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,glass,500ml,1.37,8959.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can,330ml,0.8,13943.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,glass,500ml,1.12,16023.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,can,330ml,0.6,19785.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,glass,500ml,0.89,23900.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,plastic,1.5lt,1.43,17776.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,can,330ml,0.51,25242.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,glass,500ml,0.4,55401.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic,1.5lt,0.54,34972.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,can,330ml,0.31,38927.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,glass,500ml,1.17,7708.0
31/03/12,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,plastic,1.5lt,1.75,12816.0
